Quality,Qualityid,GroupName,hsn,rate,width,Uom,pid
SALLI/ 66X60/108X72,1085,,,0,,Mtr,1085
60X60/108X72,1086,,,1,,Mtr,1086
"BRIGHT JAQUARD 39""",1087,Jacquard,,0,,Mtr,1087
SATIN JACQUARD,1088,,,0,,Mtr,1088
ARIA,1089,Fancy,5210,58,,Mtr,1089
SHALINI,1090,Fancy,581092,74,2,Mtr,1090
GOLD SATIN,1091,Satin,,1,,Mtr,1091
RAYON 54,1092,Jacquard,551611,0,3,Mtr,1092
"60X90 BORDER 5""",1093,,,0,,Mtr,1093
COTTON BUTTA,1094,Shirting,,1,,Mtr,1094
SATRANGEE COMMON CREAM,1095,Jacquard,,1,,Mtr,1095
SATRANGEE COMMON CHIKU,1096,Jacquard,,1,,Mtr,1096
CHANDRA MUKHI,1097,Jacquard,5212,1,,Mtr,1097
AXE COMMON CHIKU,1098,Jacquard,,1,,Mtr,1098
AXE COMMON CREAM,1099,Jacquard,,1,,Mtr,1099
SPECIAL TERRY VOILE,1100,,,1,,Mtr,1100
CHIFFON ZARI STRIPE,1101,Chiffon,,1,,Mtr,1101
CHIFFON FANCY BUTTA,1102,,,1,,Mtr,1102
CHIFFON FANCY CHECKS,1103,Chiffon,,1,,Mtr,1103
60PCX60PC/84X76,1104,,,1,,Mtr,1104
CHIFFON BUTTA,1105,Chiffon,5210,1,,Mtr,1105
HIGH TWIST,1106,,,1,,Mtr,1106
SAREE BORDER,1107,,,0,,Mtr,1107
50X50 PC (8.200),1108,,,1,,Mtr,1108
10 PC,1109,,,0,,Mtr,1109
"BOOST 58""",1110,Shirting,,1,,Mtr,1110
"SMART    58""",1111,Shirting,,1,,Mtr,1111
"16PCX16PC-61""",1112,Shirting,,65,,Mtr,1112
16 PC X 14 PC,1113,Shirting,,65,,Mtr,1113
SHIRTING MIX PICS,1114,Shirting,,1,,Mtr,1114
BORDER,1115,Border Butta,,1,,Mtr,1115
"P.C.SHIRTING GREY-62""",1116,Shirting,,56.1,,Mtr,1116
SHALIMAR COMMON YELLOW,1117,Jacquard,,1,,Mtr,1117
LAKDA JACQUARD,1118,,,42.5,,Mtr,1118
SLUB,1119,Jacquard,,1,,Mtr,1119
S R BUTTA BRIGHT,1120,Butta,,1,,Mtr,1120
"COTTON REMI GREY- 62""",1121,Shirting,,84,,Mtr,1121
KETONIC X STRIPE,1122,Shirting,,72,,Mtr,1122
COTTON FANCY BIT,1123,Fancy,,1,,Mtr,1123
40X60 DOBBY,1124,Dobby,,0,,Mtr,1124
DORIYA DOBBY,1125,Dobby,,0,,Mtr,1125
COLOUR JAQUARD,1126,Jacquard,,1,,Mtr,1126
MADHURA CROSS,1127,Jacquard,,1,,Mtr,1127
"XYZ           58""",1128,Shirting,,1,,Mtr,1128
VICTORIA,1129,Suiting,,1,,Mtr,1129
"SODA 58""",1130,Shirting,,1,,Mtr,1130
COLOUR SATTIN + SATIN JACQUARD,1131,Satin,,1,,Mtr,1131
COTTON FANCY PATTA,1132,Chiffon,,1,,Mtr,1132
SATIN MULTY COLOUR,1133,Satin,,1,,Mtr,1133
"SPECTRA 58""",1134,Shirting,,1,,Mtr,1134
SILVER BUTTA,1135,,,1,,Mtr,1135
80X72X48,1136,,,1,,Mtr,1136
COTTON MULTY CHECKS,1137,Fancy,,56,,Mtr,1137
ABC SATIN (LX),1138,,,1,,Mtr,1138
JACQUARD BORDER,1139,Jacquard,,1,,Mtr,1139
SHAGUN,1140,,,43,,Mtr,1140
GREY CLOTHS,1141,,,1,,Mtr,1141
60X60 /92X72,1142,,,1,,Mtr,1142
JAQUARD ANTEEK ZARI,1143,Jacquard,,1,,Mtr,1143
LOVELY,1144,Shirting,,1,,Mtr,1144
KHADI COTTON ROTO BUTTA,1145,Butta,,1,,Mtr,1145
P.C.SUITING GREY-62,1146,Suiting,,95,,Mtr,1146
"OMEGA  44""",1147,Shirting,,1,,Mtr,1147
80X72 DROPIN,1148,,,1,,Mtr,1148
MONO X STAPLE,1149,,,1,,Mtr,1149
MIX QUALITY,1150,Shirting,520831,1,4,Mtr,1150
STRIPE,1151,Shirting,,63,,Mtr,1151
62X62,1152,,,1,,Mtr,1152
ABC,1153,Shirting,,1,,Mtr,1153
COTTON X MONO,1154,,,74,,Mtr,1154
SHREE RAM BUTTA GOLD,1155,Butta,,36,,Mtr,1155
SHREE RAM BUTTA BLACK,1156,Butta,,36,,Mtr,1156
APOLLO,1157,Shirting,,1,,Mtr,1157
SOBER,1158,Shirting,,1,,Mtr,1158
"ANTIQUE ZARI 44""",1159,Shirting,,1,,Mtr,1159
SATIN DOBBY,1160,Satin,,0,,Mtr,1160
40X40 DOBBY,1161,Dobby,,0,,Mtr,1161
BLACK SEMI JACQURD,1162,Semi Jacquard,,0,,Mtr,1162
RAMIE-2649,1163,,,55,,Mtr,1163
MAHEK X MAHEK,1164,,,64,,Mtr,1164
"FORTUNER 44""",1165,Shirting,,1,,Mtr,1165
MULTY BUTTA,1166,Jacquard,5210,0,,Mtr,1166
MACK,1167,Shirting,,1,,Mtr,1167
COTTON GOLD BUTTA J,1168,Fancy,,56,,Mtr,1168
BLACK MULTY BUTTA,1169,Chiffon,,1,,Mtr,1169
"REAL    44""",1170,Shirting,,1,,Mtr,1170
DHANUS,1171,,,64,,Mtr,1171
AB,1172,Shirting,,1,,Mtr,1172
SANIA NET COTTON JAL,1173,,,1,,Mtr,1173
92S COTTON WHITE,1174,Yarn,5205,0,,Mtr,1174
CHANDRA MUKHI COMMON CHIKU,1175,Jacquard,,1,,Mtr,1175
SHADED MAHEK,1176,Jacquard,,1,,Mtr,1176
WIZARD,1177,,,1,,Mtr,1177
MEERA,1178,Fancy,5210,63,,Mtr,1178
"SKY NX  44""",1179,Shirting,,1,,Mtr,1179
"ANTIQUE 44""",1180,Shirting,,1,,Mtr,1180
CHANDERI BLEECH,1181,Jacquard,,0,,Mtr,1181
BORDER FANCY CHECKS,1182,Chiffon,,1,,Mtr,1182
DOBBY ZARI,1183,,,1,,Mtr,1183
CHANDERI,1184,Chiffon,,1,,Mtr,1184
COTTON JAQUARD PRINT,1185,Chiffon,,1,,Mtr,1185
COTTON SHIRTING FENT WHITE,1186,Shirting,,0,,Mtr,1186
KOTA DADAJI,1187,,,60,,Mtr,1187
"CLASSIC 58""",1188,Shirting,,1,,Mtr,1188
.,1189,Jacquard,,1,,Mtr,1189
AREENA,1190,,,13,,Mtr,1190
PANERI CHIKU,1191,Jacquard,,1,,Mtr,1191
VIVA PRINT,1192,,,1,,Mtr,1192
S 27 L.SLUB,1193,,,0,,Mtr,1193
GREY COTTON SILVER BUTTA,1194,,,1,,Mtr,1194
16 PC,1195,,,0,,Mtr,1195
SANIA JACQURD,1196,Jacquard,,1,,Mtr,1196
PANERI CREAM,1197,Jacquard,,1,,Mtr,1197
CRUSH MULTY SATTIN,1198,Fancy,5210,35,,Mtr,1198
40X40 GERMAN,1199,,,0,,Mtr,1199
MICA NX,1200,Shirting,,1,,Mtr,1200
MICA,1201,Shirting,,1,,Mtr,1201
MEGABOOST,1202,,,1,,Mtr,1202
"APPOLO 58""",1203,Shirting,,1,,Mtr,1203
BLACK BEAUTY,1204,,,1,,Mtr,1204
ADAM NX,1205,Shirting,,1,,Mtr,1205
CHANCHAL,1206,,,60,,Mtr,1206
ELEGANT,1207,Shirting,,1,,Mtr,1207
30 BUTIC,1208,,,62,,Mtr,1208
INDER(TV),1209,Jacquard,,0,,Mtr,1209
33,1210,Suit,,1,,Mtr,1210
JAQUARD TWO PICK,1211,Jacquard,,1,,Mtr,1211
COTTON FANCY BUTTA,1212,Chiffon,,1,,Mtr,1212
MONO,1213,,,1,,Mtr,1213
GREY COTTON,1214,,,1,,Mtr,1214
COTTON JAQUARD BUTTA,1215,Chiffon,,1,,Mtr,1215
MEENA,1216,Fancy,521031,67,2,Mtr,1216
ZIG-ZAG,1217,Jacquard,521031,1,3,Mtr,1217
WHITE MULTY BUTTA,1218,Chiffon,,1,,Mtr,1218
HT TERRY VOILE,1219,Jacquard,,1,,Mtr,1219
COTTON BLACK BUTTA,1220,Chiffon,,1,,Mtr,1220
BORDER PLAIN,1221,,,1,,Mtr,1221
28,1222,Suit,,1,,Mtr,1222
31,1223,Suit,,1,,Mtr,1223
32,1224,Suit,,1,,Mtr,1224
13,1225,Suit,,1,,Mtr,1225
12,1226,Suit,,1,,Mtr,1226
14,1227,Suit,,1,,Mtr,1227
17,1228,Suit,,1,,Mtr,1228
27,1229,Suit,,1,,Mtr,1229
15,1230,Suit,,1,,Mtr,1230
41,1231,Suit,,1,,Mtr,1231
COTTON ZARI BUTTA (SILVER),1232,,,39.5,,Mtr,1232
"RALCO 58""",1233,Shirting,,1,,Mtr,1233
"ATOM   58""",1234,Shirting,,1,,Mtr,1234
KIYA,1235,Jacquard,,1,,Mtr,1235
"COSMO   58""",1236,Shirting,,1,,Mtr,1236
FINISH FABRICS,1237,,,0,,Mtr,1237
"60*20*20 48""",1238,,,0,,Mtr,1238
"60*20*20 62""",1239,,,0,,Mtr,1239
CHAVANI BUTTA,1240,,,1,,Mtr,1240
COLOUR DOBBY,1241,,,1,,Mtr,1241
"SATIN+BUTTA 39""",1242,Satin,,1,,Mtr,1242
SRM BUTTA+COTTON JACQUARD,1243,,,1,,Mtr,1243
K,1244,Jacquard,,1,,Mtr,1244
COLOUR SATIN BUTTA,1245,,,1,,Mtr,1245
BUTTA BORDER CHEKS,1246,,,1,,Mtr,1246
JACQURD ZARI,1247,,,1,,Mtr,1247
MIX TERRY VOILE,1248,Jacquard,,1,,Mtr,1248
COLOUR BORDER,1249,Border Butta,,1,,Mtr,1249
BORDER FANCY SATTIN,1250,Chiffon,,1,,Mtr,1250
JACQUARD FENT,1251,Chiffon,,1,,Mtr,1251
SILVER SEMI JAQUARD,1252,Jacquard,,1,,Mtr,1252
SILVER JACQUARD,1253,Jacquard,,1,,Mtr,1253
SUITING MIX PCS,1254,Suiting,,0,,Mtr,1254
BORDER FANCY BUTTA,1255,Chiffon,,1,,Mtr,1255
WHITE PLAIN MONO,1256,Shirting,,1,,Mtr,1256
COTTON SHIRTING COLOUR,1257,Shirting,,1,,Mtr,1257
KANCHAN,1258,Fancy,521031,67,2,Mtr,1258
CLASSIC LINEN SUITING,1259,Suiting,,1,,Mtr,1259
SHIRTING WHITE MIX,1260,Suiting,,0,,Mtr,1260
REKHA,1261,Fancy,521031,71,2,Mtr,1261
CRUSH LEENO,1262,Fancy,,1,,Mtr,1262
MIX SHALIMAR,1263,Jacquard,,1,,Mtr,1263
CORNETTO,1264,Chiffon,,1,,Mtr,1264
NAKED,1265,,,1,,Mtr,1265
MAYENK,1266,Jacquard,,1,,Mtr,1266
COTTON X BRIGHT + DOBBY,1267,,,35.5,,Mtr,1267
"CAMBRIC 54""",1268,Jacquard,,1,,Mtr,1268
ROYAL RAYON,1269,Jacquard,551612,1,4,Mtr,1269
"JACQ COTT 39""",1270,Grey All,,0,,Mtr,1270
"JACQ COTT 48""",1271,Grey All,,0,,Mtr,1271
"JACQ BUTT 39""",1272,Grey All,5208,0,1,Mtr,1272
"JACQ BUTT 48""",1273,Grey All,5210,0,,Mtr,1273
"JACQ BORD 39""",1274,Grey All,5208,0,1,Mtr,1274
"JACQ BORD 48""",1275,Grey All,,0,,Mtr,1275
"JACQ SATI 39""",1276,Grey All,5208,0,1,Mtr,1276
"JACQ SATI 48""",1277,Grey All,5210,0,,Mtr,1277
"JACQ BRT 39""",1278,,,0,,Mtr,1278
PAYAL,1279,Fancy,521031,73,2,Mtr,1279
JACQ COTT JALLI,1280,Fancy,,0,,Mtr,1280
"DOBB SATI 39""",1281,Grey All,998821,0,1,Mtr,1281
PRIYA,1282,Fancy,5210,56,,Mtr,1282
NEELAM,1283,Fancy,521031,71,2,Mtr,1283
"DOBB SATI 48""",1284,Grey All,5208,0,,Mtr,1284
"DOBB BUTT 39""",1285,Grey All,5210,0,,Mtr,1285
"DOBB BUTT 48""",1286,Grey All,521031,0,4,Mtr,1286
"DOBB LEENO 39""",1287,Grey All,5208,0,1,Mtr,1287
"DOBB LEENO 48""",1288,Grey All,5208,0,,Mtr,1288
"CAMBRIC 48""",1289,Jacquard,5208,0,,Mtr,1289
"JACQ BORD BUTT 48""",1290,Grey All,,0,,Mtr,1290
"1X1 DOBB BUTT 48""",1291,,,0,,Mtr,1291
"JACQ BORD BUTT 39""",1292,Grey All,5208,0,1,Mtr,1292
"DOBB SRB 48""",1293,,,0,,Mtr,1293
"DOBB BORD 39""",1294,Grey All,,0,,Mtr,1294
"DOBB BORD BUTT 39""",1295,Grey All,5210,0,1,Mtr,1295
LAXMI,1296,Fancy,521031,69,2,Mtr,1296
MODAL,1297,Jacquard,,1,,Mtr,1297
"DOBB PLAIN 48""",1298,,,0,,Mtr,1298
MANUSHI,1299,Fancy,5210,62,,Mtr,1299
COMPUTER RAYON,1300,Jacquard,551511,0,6,Mtr,1300
55X55 HIGH TWIST FENT,1301,Chiffon,5208,0,,Mtr,1301
FASHION RAYON,1302,Jacquard,5515,0,,Mtr,1302
RAYON CHECKS,1303,Jacquard,5515,0,,Mtr,1303
COTTON PRINT BIT,1304,Fancy,5208,0,2,Mtr,1304
DIANA,1305,Jacquard,551511,0,3,Mtr,1305
STYLE CHECK,1306,Jacquard,5516,0,,Mtr,1306
SILK SLUB,1307,Jacquard,5515,0,,Mtr,1307
KAVYA,1308,Fancy,521031,66,2,Mtr,1308
CHIFFON (R),1309,Chiffon,5210,1,,Mtr,1309
CHIFFON BUTTA (R),1310,Chiffon,521031,1,2,Mtr,1310
"BOLLYWOOD PLAIN 62""",1311,Jacquard,5515,0,,Mtr,1311
SEEMA,1312,Fancy,521031,53,2,Mtr,1312
SRIDEVI,1313,Fancy,521031,69,2,Mtr,1313
COTTON MULTY BUTTA (BLACK),1314,Fancy,,56,,Mtr,1314
60X60/92X88 SEMI,1315,Jacquard,5208,0,,Mtr,1315
55X55 HIGH TWIST (FRESH),1316,Chiffon,520831,0,2,Mtr,1316
R.CROSS LINING,1317,Jacquard,5516,0,,Mtr,1317
PATHI,1318,Jacquard,5212,0,,Mtr,1318
"R.S LYCRA 66""",1319,Jacquard,5515,0,,Mtr,1319
COTTON DENIM,1320,Jacquard,,0,,Mtr,1320
MINISTER,1321,Jacquard,5212,0,,Mtr,1321
COTTON STRIPE,1322,Jacquard,5210,0,,Mtr,1322
RAYON STRIPE,1323,Jacquard,5515,0,,Mtr,1323
MELANGE,1324,Jacquard,520812,0,4,Mtr,1324
BOLLYWOOD SLUB 62,1325,Jacquard,551511,0,3,Mtr,1325
"1374 47""",1326,Jacquard,5407,0,,Mtr,1326
SIA M&M,1327,Jacquard,5607,0,,Mtr,1327
LIQUID TUBE,1328,Jacquard,540710,0,3,Mtr,1328
TAKEN,1329,,0,0,0,Mtr,1329
RAYON PLAZO,1330,Jacquard,551512,0,4,Mtr,1330
NOT FOUND,1331,1120b,440225,0,4,Mtr,1331
CAPTAIN PLEATS,1332,Shirting,520832,0,5,Mtr,1332
CAPTAIN PLEATS NX,1333,Shirting,520832,0,5,Mtr,1333
L. G. PRINT,1334,Shirting,520851,0,5,Mtr,1334
MEGALAWN,1335,Shirting,520831,0,5,Mtr,1335
BLACK NEPS,1336,Jacquard,551511,0,3,Mtr,1336
JADE,1337,Jacquard,540710,0,3,Mtr,1337
CAPSULE LUREX,1338,Jacquard,551511,0,4,Mtr,1338
JEEVIKA (FRESH),1339,Chiffon,520831,0,2,Mtr,1339
123,1340,Fancy,520833,0,4,Mtr,1340
GOLD PLUS,1341,Jacquard,540822,0,3,Mtr,1341
TRITON,1342,Shirting,520832,0,5,Mtr,1342
TERRO LAWN,1343,Shirting,520831,0,5,Mtr,1343
VERO LAWN,1344,Shirting,520831,0,5,Mtr,1344
BERRY LAWN,1345,Shirting,520831,0,5,Mtr,1345
KT LAWN,1346,Shirting,520831,0,5,Mtr,1346
SIGMA LAWN,1347,Shirting,520831,0,5,Mtr,1347
STAR KOT,1348,Shirting,520832,0,5,Mtr,1348
FORTUNE,1349,Shirting,520832,0,5,Mtr,1349
SNOW COT,1350,Shirting,520831,0,5,Mtr,1350
MAHARAJA COT,1351,Shirting,520831,0,5,Mtr,1351
RENO COT,1352,Shirting,520831,0,5,Mtr,1352
EMBRACE,1353,Shirting,520832,0,5,Mtr,1353
FUTURE COT,1354,Shirting,520832,0,4,Mtr,1354
KINGSTON,1355,Shirting,520832,0,3,Mtr,1355
MINISTER SUITING,1356,Suiting,551331,0,3,Mtr,1356
MAXUS,1357,Shirting,520832,0,3,Mtr,1357
YAARI LAWN,1358,Shirting,520831,0,4,Mtr,1358
VAMA LINEN,1359,Shirting,520832,0,4,Mtr,1359
STRETCH RAYON,1360,Jacquard,540752,0,3,Mtr,1360
ZIVA PRINT,1361,Shirting,520831,0,4,Mtr,1361
MD PRINT,1362,Shirting,520851,0,4,Mtr,1362
ZONI PRINT,1363,Shirting,520851,0,4,Mtr,1363
WIKTOR GIZA,1364,Shirting,520833,0,4,Mtr,1364
MORETT SUITING,1365,Suiting,540752,0,3,Mtr,1365
"MULTY DOBB BUTT 48""",1366,Dobby,521031,0,4,Mtr,1366
ZEUS,1367,Jacquard,551512,0,3,Mtr,1367
MIST 58,1368,Jacquard,551611,0,3,Mtr,1368
CAMBRIC  60X60/92X88 SEMI,1369,Jacquard,520811,0,6,Mtr,1369
MARS,1370,Shirting,520832,0,6,Mtr,1370
OSLO GIZA,1371,Shirting,520833,0,6,Mtr,1371
FABRIC KURTI 1,1372,Jacquard,551311,0,4,Mtr,1372
FABRIC KURTI 2,1373,Jacquard,540824,0,4,Mtr,1373
FABRIC KURTI 3,1374,Jacquard,551641,0,4,Mtr,1374
