Quality,Qualityid,GroupName,hsn,rate,width,Uom,pid
100X120/80X72,137,,,1,,Mtr,137
WINDOW JAQUARD,138,Jacquard,,1,,Mtr,138
B.DAMAN BRIGHT,139,Jacquard,,1,,Mtr,139
DULL JACQUARD,140,Jacquard,,1,,Mtr,140
MULTY JAQUARD,141,Jacquard,,1,,Mtr,141
TERRY VOILE,142,,,1,,Mtr,142
FINISH PLAIN,143,,,1,,Mtr,143
SELF JAQUARD BUTTA,144,Jacquard,,1,,Mtr,144
MONARCH GOLD,145,Jacquard,,1,,Mtr,145
PATTAN COTTON JAQUARD,146,Jacquard,,1,,Mtr,146
SHALIMAR GREY,147,Jacquard,,1,,Mtr,147
P.C.JAQUARD,148,Jacquard,,1,,Mtr,148
BORDER JAQUARD,149,Jacquard,,1,,Mtr,149
KAREENA ZARI JACQUARD,150,Jacquard,,1,,Mtr,150
KOTA CHECKS,151,Jacquard,5210,1,,Mtr,151
SANIA,152,Jacquard,,1,,Mtr,152
ZARA CROSS,153,Jacquard,,1,,Mtr,153
157,154,Jacquard,,1,,Mtr,154
COTTON JACQUARD (R),155,Jacquard,5515,0,,Mtr,155
2/40S X 20S FLEX,156,,,0,,Mtr,156
BUTTA+GOLD BRASOO,157,Butta,,0,,Mtr,157
GOLD BARSOO BUTTA,158,Butta,,0,,Mtr,158
BORDER BUTTA SILVER,159,Butta,,1,,Mtr,159
100X120/92X104,160,,,0,,Mtr,160
REEMA,161,Fancy,521031,69,2,Mtr,161
COTTON LEENO,162,Fancy,520831,62,2,Mtr,162
CRUSH GOLD BUTTA,163,Fancy,,1,,Mtr,163
40X60 COTTON,164,Chiffon,5210,1,1,Mtr,164
SJT (FR),165,Chiffon,,1,,Mtr,165
CRUSH MULTY BUTTA,166,Fancy,,49,,Mtr,166
55X55 HIGH TWIST,167,Chiffon,520831,45,2,Mtr,167
COLOUR MULTY BUTTA,168,Butta,,1,,Mtr,168
MAHI,169,Jacquard,520811,1,4,Mtr,169
PLAIN ZARI,170,,,1,,Mtr,170
54X54 PLAIN,171,,,0,,Mtr,171
CRUSH BUTTA,172,Fancy,,1,,Mtr,172
KAREENA.,173,Fancy,521031,66,2,Mtr,173
SADHANA,174,Fancy,,72,,Mtr,174
TANU,175,Jacquard,,1,,Mtr,175
VENUS,176,Jacquard,5212,1,,Mtr,176
SATIN+BORDER,177,Satin,,1,,Mtr,177
BLACK N WHITE JACQUARD,178,Jacquard,,1,,Mtr,178
40X60 PLAIN,179,Grey All,520831,1,2,Mtr,179
BORDER MULTY CRUSH(2),180,Fancy,,1,,Mtr,180
BORDER SILVER BUTTA,181,Fancy,,1,,Mtr,181
MYRA,182,Jacquard,,1,,Mtr,182
CHITRA,183,Fancy,521031,62,2,Mtr,183
BRASSO DHUPLAN NET GREY,184,Jacquard,,1,,Mtr,184
SATIN + 60X60/92X88,185,Satin,,1,,Mtr,185
LEENO JACQUARD BUTTA,186,Fancy,,1,,Mtr,186
2X1/80X80,187,,,0,,Mtr,187
BORDER WHITE BUTTA,188,Chiffon,,1,,Mtr,188
COTTON COLOUR BUTTA(BLACK),189,Fancy,,56,,Mtr,189
SAPNA,190,Fancy,521031,67,2,Mtr,190
DC-LIVA,191,Jacquard,551614,0,3,Mtr,191
COLOUR BUTTA + 60X60/92X88,192,Butta,,0,,Mtr,192
JACQUARD KASBHA,193,Jacquard,,1,,Mtr,193
30X30,194,,,0,,Mtr,194
BORDER LINAN SATTIN,195,Chiffon,,1,,Mtr,195
GAYATRI,196,Fancy,521031,69,2,Mtr,196
SHALIMAR COMMON GOLD,197,Jacquard,,1,,Mtr,197
BLACK BUTTA,198,Butta,,1,,Mtr,198
PRIYANKA,199,Fancy,521031,61,2,Mtr,199
HUSMUKH,200,Jacquard,,47,,Mtr,200
JACQUARD BORDER PLAIN SATTIN,201,Chiffon,,1,,Mtr,201
FANCY BORDER SATIN,202,Chiffon,,1,,Mtr,202
JYOTI,203,Fancy,521031,69,2,Mtr,203
40X60 X 62X62,204,,,19.8,,Mtr,204
BRIGHT LEENO,205,Chiffon,,1,,Mtr,205
COTTON FANCY FENT,206,Chiffon,5208,1,,Mtr,206
BORDER MULTY SATTIN,207,Fancy,5208,1,,Mtr,207
"40XCOTTON REMI 48""",208,Jacquard,,1,,Mtr,208
COTTON FANCY LEENO,209,Chiffon,,1,,Mtr,209
40X54 72X72,210,Grey All,5208,0,,Mtr,210
COTTON 2X1,211,Chiffon,520831,56,2,Mtr,211
BRASSO NET COTTON GREY,212,Jacquard,,1,,Mtr,212
BORDER MULTY CRUSH,213,Fancy,,1,,Mtr,213
40X60 PLUS BUTTA,214,Butta,,0,,Mtr,214
JACQUARD BRIGHT,215,Jacquard,,1,,Mtr,215
BORDER JACQUARD MULTY BUTTA,216,Fancy,,1,,Mtr,216
40X60 DOCTAR BUTTA,217,,,1,,Mtr,217
COTTON 2X1 (FRESH),218,Chiffon,520831,0,2,Mtr,218
REAL,219,,,1,,Mtr,219
CRUSH BIT,220,Fancy,5210,31.25,,Mtr,220
BRIGHT BIT,221,Fancy,5210,37.5,,Mtr,221
JACQUARD BIT,222,Fancy,521031,0,2,Mtr,222
PLAZO,223,Jacquard,5212,1,,Mtr,223
JANVI,224,Fancy,521031,69,2,Mtr,224
COTTON LEENO BIT,225,Fancy,,1,,Mtr,225
DOUBLE COLOUR BUTTA,226,Butta,,1,,Mtr,226
GOLD BRASOO,227,Fancy,,1,,Mtr,227
60X60 SEMI,228,,,1,,Mtr,228
54X60/76X76,229,,,0,,Mtr,229
RIB,230,Jacquard,5212,1,,Mtr,230
60X60/92X88 COTTON PLAIN,231,,,1,,Mtr,231
SALLY BRASOO+BUTTA,232,Fancy,,1,,Mtr,232
PRAGYA,233,Fancy,5210,60,,Mtr,233
GOLDIE,234,,,1,,Mtr,234
RIYA FENT,235,,,1,,Mtr,235
KING,236,Jacquard,5212,90,,Mtr,236
SINGLE BLACK BUTTA,237,Butta,,1,,Mtr,237
SATIN LINING,238,Satin,,1,,Mtr,238
ONE SIDE BORDER,239,Border Butta,,0,,Mtr,239
SILLEY+RUST BRASOO,240,Fancy,,1,,Mtr,240
60X60 PLAIN,241,,,1,,Mtr,241
LEE,242,Jacquard,520812,1,4,Mtr,242
CAMBRIC  60X60/92X88 TABLE,243,Jacquard,520811,1,6,Mtr,243
TABALE  60X60,244,,,1,,Mtr,244
BRASOO SILKI,245,Fancy,,1,,Mtr,245
FLASH,246,,,0,,Mtr,246
SALLY SATIN,247,Satin,,1,,Mtr,247
"COTTON 48""",248,Jacquard,,1,,Mtr,248
FLEX,249,,,1,,Mtr,249
SHRUTI,250,Fancy,521031,71,2,Mtr,250
JAQUARD COPPER BRASSO,251,Fancy,,58,,Mtr,251
JAQUARD BIT(J-44),252,Fancy,,60,,Mtr,252
SUPRIYA,253,Fancy,521031,77,2,Mtr,253
80X76,254,,,0,,Mtr,254
STAPLE,255,,,0,,Mtr,255
RAYON 14 KGS,256,,,0,,Mtr,256
AASTHA,257,Fancy,,56,,Mtr,257
45PVX45PV 80X76,258,Grey All,551511,0,1,Mtr,258
2X1/72X80,259,,,0,,Mtr,259
SPECIAL BORDER,260,Fancy,,0,,Mtr,260
ROYAL BUTI,261,Jacquard,520833,1,4,Mtr,261
KAVITA,262,Fancy,521031,63,2,Mtr,262
RITIKA,263,Jacquard,,1,,Mtr,263
SINGLE COLOUR BUTTA,264,Butta,,0,,Mtr,264
KO,265,,,0,,Mtr,265
MARRIE,266,Jacquard,5212,1,,Mtr,266
SINI MINI,267,Jacquard,5212,1,,Mtr,267
EVEREST,268,Jacquard,551611,70,3,Mtr,268
ZERO FLEX,269,Jacquard,520812,1,4,Mtr,269
BRIGHT SATTIN ZARI,270,Fancy,,56,,Mtr,270
TANYA,271,Fancy,521031,69,2,Mtr,271
COTTON FENT 2X1,272,Chiffon,5208,0,,Mtr,272
JACQUARD BIT (J),273,Fancy,,1,,Mtr,273
METY  JAQUARD,274,,,1,,Mtr,274
BORDER J BUTTA SPL (S),275,Fancy,,61,,Mtr,275
KAVERI,276,Fancy,521031,66,2,Mtr,276
RAYON EAMBOSS,277,Jacquard,,70,,Mtr,277
BRIGHT MULTY SATIN (SPL),278,Fancy,,54,,Mtr,278
KARISHMA,279,Fancy,521031,79,2,Mtr,279
NANDENI,280,Jacquard,5515,64,,Mtr,280
HEMA,281,Fancy,521031,67,2,Mtr,281
"76X76 PLAIN 39""",282,,,0,,Mtr,282
EAGLE,283,Jacquard,5515,1,,Mtr,283
NEHA,284,Jacquard,5212,1,,Mtr,284
ALIA,285,Jacquard,5212,1,,Mtr,285
RAYON 17KG,286,Jacquard,,1,,Mtr,286
NISHA,287,Jacquard,5515,1,,Mtr,287
PARK,288,Jacquard,5212,1,,Mtr,288
HANUMAN BUTTA,289,,,0,,Mtr,289
COTTON SLUB,290,Jacquard,520812,1,4,Mtr,290
RAYON 17 KGS,291,Jacquard,,1,,Mtr,291
ASHA,292,Fancy,5210,58,,Mtr,292
KAJAL,293,Fancy,521031,69,2,Mtr,293
SHAIFALI,294,Fancy,521031,67,2,Mtr,294
90S COTTON,295,Yarn,,0,,Mtr,295
GOLD BUTTA,296,Butta,,0,,Mtr,296
COTTON 2X2,297,Chiffon,520831,0,2,Mtr,297
GOLD CHECKS,298,,,0,,Mtr,298
BLACK MEENA JAQUARD,299,Jacquard,,1,,Mtr,299
MIX JACQUARD,300,Jacquard,,1,,Mtr,300
SHIMMER JAQUARD,301,Jacquard,,1,,Mtr,301
NET JAQUARD,302,Jacquard,,1,,Mtr,302
SHALIMAR MONO,303,Jacquard,,1,,Mtr,303
SURAT DAMAN JAQUARD,304,Jacquard,,1,,Mtr,304
SURAT ZARI JAQUARD,305,Jacquard,,1,,Mtr,305
SATIN JAQUARD,306,Jacquard,,1,,Mtr,306
MONALIKA CROSS,307,Jacquard,,1,,Mtr,307
SHALIMAR COMMON CHIKU,308,Jacquard,,1,,Mtr,308
SALONI MULTI,309,Jacquard,,1,,Mtr,309
BIG BORDER JAQUARD,310,Jacquard,,1,,Mtr,310
LEENA,311,Fancy,520831,57,2,Mtr,311
SMALL BORDER BUTTA BRIGHT,312,Jacquard,,1,,Mtr,312
BIG BRIGHT BORDER,313,Jacquard,,1,,Mtr,313
KOMAL,314,Jacquard,,1,,Mtr,314
CAMBRIC,315,Jacquard,520811,38,4,Mtr,315
FABRICS,316,Kurti,996791,1,4,Mtr,316
DOBBY,317,Dobby,,32,,Mtr,317
BRIGHT MULTY LEENO (SPL),318,Leeno,,0,,Mtr,318
COTTON MULTY BUTTA (WHITE),319,Fancy,,55,,Mtr,319
RADHA,320,Fancy,5210,61,,Mtr,320
RAYON FLEX,321,Jacquard,551611,1,6,Mtr,321
BS GREY,322,,,0,,Mtr,322
DIYA,323,Fancy,,82,,Mtr,323
SUPER FLEX,324,Jacquard,551511,1,3,Mtr,324
22,325,Suit,,1,,Mtr,325
34,326,Suit,,1,,Mtr,326
29,327,Suit,,1,,Mtr,327
30,328,Suit,,1,,Mtr,328
36,329,Suit,,1,,Mtr,329
11,330,Suit,,1,,Mtr,330
24,331,Suit,,1,,Mtr,331
CHIFFON BUTTA FENT,332,Chiffon,5210,1,,Mtr,332
SATIN PATTA,333,Chiffon,,1,,Mtr,333
60X60 MULTY BUTTA,334,Butta,,0,,Mtr,334
60X60 BUTTA,335,Butta,,0,,Mtr,335
WHITE MULTY BUTTA GREY,336,,,1,,Mtr,336
RAYON SLUB,337,Jacquard,551611,41.5,4,Mtr,337
RAYAN PLAIN,338,,,37.5,,Mtr,338
BRIGHT JAQUARD FENT,339,Chiffon,,1,,Mtr,339
CHANDRA MUKHI COMMON CREAM,340,Jacquard,,1,,Mtr,340
SILVER BUTTA ZARI,341,,,1,,Mtr,341
RIYA,342,Jacquard,5515,1,,Mtr,342
RIYA NX,343,,,1,,Mtr,343
18,344,Suit,,1,,Mtr,344
MARIA,345,Jacquard,5515,0,,Mtr,345
SJT (SECOND),346,Chiffon,521031,0,2,Mtr,346
COTTON SILVER BUTTA,347,Fancy,,1,,Mtr,347
COTTON MULTY SATIN,348,Chiffon,,1,,Mtr,348
60X60/92X80,349,,,1,,Mtr,349
COTTON SATIN FENT,350,Chiffon,,1,,Mtr,350
"ROYAL   58""",351,Shirting,,1,,Mtr,351
"ACCORD 58""",352,Shirting,,1,,Mtr,352
35,353,Suit,,1,,Mtr,353
BUTTA+COLOUR SATIN GREY,354,,,1,,Mtr,354
EMBROIDERY,355,,,0,,Mtr,355
SRM (FRESH),356,Chiffon,52103990,1,,Mtr,356
SRM (SECOND),357,Chiffon,,1,,Mtr,357
LEENO COTTON,358,,,1,,Mtr,358
MULTY COLOUR BUTTA BORDER CHEKS,359,,,1,,Mtr,359
SATIN COMMON CHIKU,360,Jacquard,,1,,Mtr,360
SHANTI,361,Fancy,521031,67,2,Mtr,361
"AUSTIN 58""",362,Shirting,,1,,Mtr,362
RAYAN,363,,,33.25,,Mtr,363
"SUPER SKY 44""",364,Shirting,,1,,Mtr,364
COTTON PRINT FENT,365,Fancy,5208,1,,Mtr,365
COTTON BRIGHT FENT,366,Chiffon,,1,,Mtr,366
LEENO + SATIN,367,,,1,,Mtr,367
SHAGUN FINISH,368,,,49,,Mtr,368
SANIYA JECQUARD,369,,,29.75,,Mtr,369
COTTON BORDER JAQUARD,370,Chiffon,,1,,Mtr,370
GEORGTTE,371,Shirting,,1,,Mtr,371
37,372,Suit,,1,,Mtr,372
MONALIKA MONO,373,Jacquard,,1,,Mtr,373
80X80 COTTON SATIN,374,,,38,,Mtr,374
MULTY SATIN+JAQUARD COLOUR BUTTA,375,,,1,,Mtr,375
"60*20*20  60""",376,,,65,,Mtr,376
SHIRTING 2END,377,Shirting,,1,,Mtr,377
JAQUARD BUTTA,378,Chiffon,5210,1,,Mtr,378
MULTY BUTTA+MULTY COLOUR SATIN,379,,,1,,Mtr,379
JAQUARD BLACK,380,,,1,,Mtr,380
"PRESIDENT 58""",381,Shirting,,1,,Mtr,381
"MINISTER 58""",382,Shirting,,1,,Mtr,382
BUTTA,383,Butta,,1,,Mtr,383
BLACK PICK-N-PICK (RAYON),384,,,0,,Mtr,384
EMBROIDERY BORING,385,Jacquard,,0,,Mtr,385
CHEKS,386,Fancy,521031,73,2,Mtr,386
SONALI,387,Fancy,5208,65,,Mtr,387
MUL-MUL 80X72,388,Jacquard,,0,,Mtr,388
DZIRE (DONT USE),389,Jacquard,5515,1,4,Mtr,389
FLEX PLAZO,390,Jacquard,5309,1,,Mtr,390
MADHURI,391,Fancy,5210,72,,Mtr,391
RUBY,392,Fancy,5208,67,,Mtr,392
FANCY RAYON,393,Jacquard,551512,1,6,Mtr,393
MATKA,394,Jacquard,,1,,Mtr,394
COTTON 2X1 (SECOND),395,Chiffon,520831,0,2,Mtr,395
PLAIN 120GM,396,,,0,,Mtr,396
CITI,397,Jacquard,5212,1,,Mtr,397
40SX30S NEPS/68X58,398,,,0,,Mtr,398
RAYON DOBBY,399,Fancy,5515,0,,Mtr,399
RAYON BUTTI,400,Jacquard,551511,0,6,Mtr,400
COTTON FLEX,401,Jacquard,520812,0,6,Mtr,401
GOLD BUTTI,402,Jacquard,551612,0,4,Mtr,402
"DOBB BRT BUTT 39""",403,,,0,,Mtr,403
GREY PLAZO,404,Jacquard,5212,0,,Mtr,404
WHITE PLAZO,405,Jacquard,,0,,Mtr,405
A/L RAYON 14KG,406,Jacquard,,0,,Mtr,406
RAYON 13KG,407,Jacquard,,0,,Mtr,407
MULTY FLEX,408,Jacquard,551311,1,4,Mtr,408
RAYON FENT,409,Poster,5515,0,,Mtr,409
DEEPIKA,410,Fancy,520831,78,2,Mtr,410
RAYON,411,Jacquard,5515,1,,Mtr,411
FILA,412,Jacquard,551511,1,6,Mtr,412
HONEY,413,Jacquard,520833,1,4,Mtr,413
SQUARE,414,Jacquard,540710,0,4,Mtr,414
2X1 COTTON,415,Chiffon,5208,0,,Mtr,415
NANCY,416,Jacquard,5212,0,,Mtr,416
TASPA,417,Jacquard,,0,,Mtr,417
FLEX SLUB,418,Jacquard,,0,,Mtr,418
CUBE,419,Jacquard,540710,1,3,Mtr,419
JACQUARD BUTTA SPECIAL,420,Fancy,,70,,Mtr,420
STREET,421,Jacquard,5212,0,,Mtr,421
RAYON 12KG,422,Jacquard,,0,,Mtr,422
PURE GOLD,423,Jacquard,,0,,Mtr,423
NARGIS,424,Fancy,521031,69,2,Mtr,424
SALMA,425,Fancy,521031,71,2,Mtr,425
RAYON EMB,426,Jacquard,5515,0,,Mtr,426
COTTON 2X2 (FRESH),427,Chiffon,520831,0,2,Mtr,427
RS-54,428,Jacquard,,0,,Mtr,428
PICK N PICK,429,Jacquard,,0,,Mtr,429
RAYON 48,430,Jacquard,551611,1,6,Mtr,430
R.S. 48,431,Jacquard,551511,1,3,Mtr,431
COTTON SLUB 48,432,Jacquard,520812,0,4,Mtr,432
PLATINUM 44,433,Jacquard,,1,,Mtr,433
"RAYON 63""",434,Jacquard,5408,0,,Mtr,434
SATIN RFD,435,Jacquard,,0,,Mtr,435
MAGIC SLUB,436,Jacquard,,0,,Mtr,436
BUTTER FLEX,437,Jacquard,551511,0,4,Mtr,437
CS 54,438,Jacquard,,0,,Mtr,438
RAVINA,439,Fancy,5210,58,,Mtr,439
BLACK PLAZO,440,Jacquard,,0,,Mtr,440
RAYON 58,441,Jacquard,551611,0,3,Mtr,441
RAYON PRINT,442,Jacquard,5515,0,,Mtr,442
COTTON 2X2 (FENT),443,Chiffon,5208,30,,Mtr,443
SUPEEMA SILK,444,Jacquard,5407,1,,Mtr,444
JHALAK,445,Fancy,5210,60,,Mtr,445
SANDHYA,446,Fancy,5208,70,,Mtr,446
AMAZE,447,Jacquard,5212,0,,Mtr,447
AMAZE PLAZO,448,Jacquard,5212,0,,Mtr,448
FILA EMBROIDERY,449,Jacquard,5515,1,,Mtr,449
ULTRA,450,Jacquard,5515,0,,Mtr,450
KHADI RAYON,451,Jacquard,551511,0,4,Mtr,451
C.V,452,Jacquard,520812,0,4,Mtr,452
APC,453,Jacquard,5515,0,,Mtr,453
RAYON JACQUARD,454,Jacquard,551511,0,6,Mtr,454
BOOM,455,Jacquard,5212,0,,Mtr,455
KOHINOOR FENT,456,Jacquard,5212,0,,Mtr,456
MONARCH FENT,457,Jacquard,5212,0,,Mtr,457
COTTON EMBRO FENT,458,Jacquard,5212,0,,Mtr,458
BOMBAY CAMBRIC,459,Jacquard,5212,0,,Mtr,459
SUPEEMA SILK 58,460,Jacquard,5407,1,,Mtr,460
JAM SILK,461,Jacquard,5212,0,,Mtr,461
"RAYON48"" 68/60",462,Jacquard,5408,0,,Mtr,462
COTTON LYCRA,463,Jacquard,5208,0,,Mtr,463
"RAYON63""",464,Jacquard,54081000,0,,Mtr,464
RAYON CROSS,465,Jacquard,5515,0,,Mtr,465
COTTON SATTIN (SPECIAL) 44,466,Fancy,5208,70,,Mtr,466
MONA,467,Fancy,521031,69,2,Mtr,467
CORD,468,Jacquard,5212,0,4,Mtr,468
DOT,469,Jacquard,520851,0,3,Mtr,469
JUHI,470,Fancy,551511,78,2,Mtr,470
COTTON EMB.,471,,,1,,Mtr,471
"P.V MAGIC 63""",472,Jacquard,5515,0,,Mtr,472
02-POST SALE DISCOUNT,473,Chiffon,5208,0,,Mtr,473
03-DEFICIENCY IN SERVICE,474,Debit And Credit,,0,,Mtr,474
04-CORRECTION IN INVOICE,475,Debit And Credit,,0,,Mtr,475
06-FINALIZATION OF PROVISIONAL ASSESSMENT,476,Debit And Credit,,0,,Mtr,476
07-OTHERS,477,Debit And Credit,,0,,Mtr,477
"60X60 SATIN 48""",478,Satin,5208,0,,Mtr,478
"P.V MAGIC 48""",479,Jacquard,5515,0,,Mtr,479
RAYON PLAIN,480,Jacquard,5516,0,,Mtr,480
SELF,481,Jacquard,5212,0,,Mtr,481
"RAYON SLUB63""",482,Jacquard,5408,0,,Mtr,482
RAYON LYCRA,483,Jacquard,5516,0,,Mtr,483
"RAYON SLUB54""",484,Jacquard,5408,0,,Mtr,484
PRAGATI,485,Fancy,521031,75,2,Mtr,485
RAYON DOT,486,Jacquard,551611,0,4,Mtr,486
COTTON PLAIN,487,Jacquard,5212,1,,Mtr,487
SHRI RAM BUTTA,488,Butta,,1,,Mtr,488
SEMI JACQUARD,489,Jacquard,,0,,Mtr,489
FANCY COTTON SATIN,490,Satin,,1,,Mtr,490
SINGEL BORDER SILVER,491,Singel Border Silver,,1,,Mtr,491
SEMI JACQUARD GOLD,492,Semi Jacquard,,1,,Mtr,492
KAREENA ZARI,493,Jacquard,,1,,Mtr,493
VIVA,494,Jacquard,551311,1,3,Mtr,494
MULTY LEENO,495,Leeno,,1,,Mtr,495
SATIN,496,Plain.,5212,1,,Mtr,496
EMB. WHITE,497,,,1,,Mtr,497
JACQUARD WHITE,498,Jacquard,,1,,Mtr,498
JACQUARD CHIKU,499,Jacquard,,1,,Mtr,499
PLATINUM,500,Jacquard,5212,1,,Mtr,500
1X1 BUTTA,501,Butta,,1,,Mtr,501
BORDER JACORD,502,Jacquard,,1,,Mtr,502
LATIKA,503,Jacquard,,1,,Mtr,503
NEW ITEM,504,Jacquard,,1,,Mtr,504
YAKSHA,505,,,1,,Mtr,505
FOX,506,Jacquard,5515,0,,Mtr,506
RAYON PLAIN 12KG,507,Jacquard,5408,0,,Mtr,507
PADMAAVATI,508,Jacquard,5212,1,,Mtr,508
LIVA,509,Jacquard,5515,0,,Mtr,509
C.S. 48-SHADED,510,Jacquard,5212,0,4,Mtr,510
RAYON GOLD BUTTA,511,Jacquard,5515,0,,Mtr,511
ROOPA,512,Fancy,5210,58,,Mtr,512
R.S. 58,513,Jacquard,551611,0,3,Mtr,513
RIVA,514,Jacquard,551511,0,4,Mtr,514
COTTON SLUB LYCRA,515,Jacquard,520811,0,3,Mtr,515
RAYON LINING,516,Jacquard,5515,0,,Mtr,516
MAL-MAL,517,Jacquard,5208,0,,Mtr,517
SWEETY,518,Fancy,520851,67,2,Mtr,518
DOT PRINT,519,Jacquard,551511,0,4,Mtr,519
R.S.48 -SHADED,520,Jacquard,5515,0,,Mtr,520
SUSHMITA,521,Fancy,5210,68,,Mtr,521
RAY,522,Jacquard,5407,0,,Mtr,522
FUR,523,Jacquard,5516,0,,Mtr,523
RAYON KATHA,524,Jacquard,5515,0,,Mtr,524
RAYON GOLD,525,Jacquard,551611,0,4,Mtr,525
SHILPA,526,Fancy,5210,75,,Mtr,526
AISHWARYA,527,Fancy,5210,80,,Mtr,527
SIMRAN,528,Fancy,520851,62,2,Mtr,528
SATIN JACQ BUTTA,529,Jacquard,5208,0,,Mtr,529
COTTON VISCOSE,530,Jacquard,5208,0,,Mtr,530
KIRTHI,531,Fancy,5210,0,,Mtr,531
BOARING BOARDER,532,Jacquard,5515,0,,Mtr,532
LINEN PLUS,533,Plain.,5208,0,,Mtr,533
MUSLIN,534,Jacquard,5515,0,,Mtr,534
GANGA,535,Fancy,5210,65,,Mtr,535
JAGRUTI,536,Fancy,5210,70,,Mtr,536
VEERA,537,Jacquard,5212,0,,Mtr,537
FLAT BOARD,538,Grey All,,0,,Mtr,538
GOLDEN TOUCH,539,Jacquard,5212,0,,Mtr,539
SUPER RAYON,540,Jacquard,5515,0,,Mtr,540
RS-48 PRINT,541,Jacquard,551511,0,4,Mtr,541
MOSS SLUB,542,Jacquard,5515,0,,Mtr,542
CROSS BUTTA,543,Jacquard,5515,0,,Mtr,543
POOJA,544,Fancy,5210,65,,Mtr,544
"R.S LYCRA 72""",545,Jacquard,5516,0,,Mtr,545
SALONI.,546,Fancy,581092,115,2,Mtr,546
FANCY FABRICS,547,Fancy,5208,0,,Mtr,547
GOLDY,548,Jacquard,5515,0,,Mtr,548
FLORA,549,Jacquard,551511,0,3,Mtr,549
SARITA,550,Fancy,521031,70,2,Mtr,550
45PVX45PV 84X76,551,Grey All,,0,,Mtr,551
"R.S. LYCRA 80""",552,Jacquard,5208,0,,Mtr,552
GLORY,553,Jacquard,5208,0,,Mtr,553
RACHANA,554,Fancy,5210,0,,Mtr,554
ANUSHKA,555,Fancy,521031,75,2,Mtr,555
ENGLISH PRINT,556,Jacquard,5515,0,,Mtr,556
RAYON SLUB LYCRA,557,Jacquard,5516,0,,Mtr,557
CADBURY,558,Jacquard,5212,0,,Mtr,558
FIVE STAR,559,Jacquard,5212,0,,Mtr,559
LONDON,560,Jacquard,5515,0,,Mtr,560
SENORITA,561,Fancy,521031,58,2,Mtr,561
PRINCESS,562,Jacquard,5408,0,,Mtr,562
TITAN,563,Jacquard,5309,0,,Mtr,563
SUNITA,564,Fancy,5210,80,,Mtr,564
150/350 BRIGHT DYED MIX,565,Yarn,,0,,Mtr,565
150/048 BRIGHT DYED MIX,566,Yarn,,0,,Mtr,566
LINING,567,Jacquard,5212,0,,Mtr,567
FOOT BALL,568,Jacquard,520811,0,4,Mtr,568
R.S. 54,569,Jacquard,551511,0,4,Mtr,569
SATIN LYCRA,570,Jacquard,5208,0,,Mtr,570
NOVA,571,Jacquard,551511,0,3,Mtr,571
LIVA M & M,572,Jacquard,551511,0,3,Mtr,572
DANNY,573,Jacquard,5212,0,,Mtr,573
JEEVIKA,574,Jacquard,5208,0,,Mtr,574
R.S. LYCRA,575,Jacquard,5516,0,,Mtr,575
"LEENO BORD 39""",576,Grey All,,0,,Mtr,576
"R. DOT 63""",577,Jacquard,5516,0,,Mtr,577
RIM ZIM,578,Jacquard,5515,0,,Mtr,578
"RAYON DOT 63""",579,Jacquard,5516,0,,Mtr,579
ENVIL,580,Jacquard,551511,0,4,Mtr,580
55X55 HIGH TWIST (SECOND),581,Chiffon,5208,0,,Mtr,581
SARIKA,582,Fancy,5210,67,,Mtr,582
FANCY RAYON PRINT,583,Jacquard,5515,0,,Mtr,583
MLT LINEN,584,Jacquard,5407,0,,Mtr,584
SPECIAL GOLD,585,Jacquard,5515,0,,Mtr,585
RAYON ST,586,Jacquard,5515,0,,Mtr,586
SILK RAYON,587,Jacquard,551511,0,3,Mtr,587
INJECTION SLUB,588,Jacquard,5208,0,,Mtr,588
SAVITRI,589,Fancy,520831,67,2,Mtr,589
HEAVY SATIN,590,Jacquard,5208,0,,Mtr,590
DC-RIVA,591,Jacquard,5515,0,,Mtr,591
RAYON DOT 58,592,Jacquard,551611,0,3,Mtr,592
READY PLAZO,593,Jacquard,5515,0,,Mtr,593
RAYON 44,594,Jacquard,5515,0,,Mtr,594
SANA,595,Fancy,521031,65,2,Mtr,595
GIZZA,596,Jacquard,5208,0,,Mtr,596
TERRY RUBIA (F),597,Plain.,5210,0,,Mtr,597
SAHELI,598,Fancy,520831,64,2,Mtr,598
NILA,599,Jacquard,5515,0,,Mtr,599
APPLE,600,Jacquard,5212,0,,Mtr,600
RAJNI,601,Fancy,521031,67,2,Mtr,601
"SATIN LYCRA 63""",602,Jacquard,5208,0,,Mtr,602
RAYON M & M,603,Jacquard,551511,0,4,Mtr,603
DOUBLE JACQ. RAYON,604,Jacquard,5208,0,,Mtr,604
LINING JACQ. RAYON,605,Jacquard,5208,0,,Mtr,605
COMPUTER JACQ. RAYON,606,Jacquard,5208,0,,Mtr,606
C.SLUB,607,Jacquard,5212,0,,Mtr,607
RAINBOW CHECKS,608,Jacquard,5515,0,,Mtr,608
RAYON MARLEX,609,Jacquard,5515,0,,Mtr,609
PV GREY FABRICS,610,Jacquard,5515,0,,Mtr,610
COTTON FANCY,611,Jacquard,5210,0,,Mtr,611
RAYON DYED,612,Jacquard,5408,0,,Mtr,612
RAYON MULTY,613,Jacquard,5407,0,,Mtr,613
RAYON MULTY CHACKS,614,Jacquard,551511,0,6,Mtr,614
REACTIVE COTTON,615,Jacquard,5208,0,,Mtr,615
COTTON DOBBY,616,Jacquard,5208,0,,Mtr,616
